cmb_cat,cmb_nutr,cmb_func,cmb_pill
nf,bx,12,02881
nf,bx,05,02881
nf,az,12,02881
nf,az,05,02881
nf,dr,12,02881
nf,dr,05,02881
fs,bc,12,02882
fs,bc,16,02882
fs,bd,12,02882
fs,bd,16,02882
vm,bc,12,02882
vm,bc,16,02882
vm,bd,12,02882
vm,bd,16,02882
fs,bc,12,02883
fs,aa,12,02883
vm,bc,12,02883
vm,aa,12,02883
fs,bc,09,02884
fs,bc,04,02884
fs,bc,05,02885
fs,az,05,02885
fs,bd,05,02885
vm,bc,05,02885
vm,az,05,02885
vm,bd,05,02885
fs,bc,02,02886
fs,bc,05,02886
fs,bc,20,02886
fs,bx,02,02886
fs,bx,05,02886
fs,bx,20,02886
fs,az,02,02886
fs,az,05,02886
fs,az,20,02886
nf,bc,02,02886
nf,bc,05,02886
nf,bc,20,02886
nf,bx,02,02886
nf,bx,05,02886
nf,bx,20,02886
nf,az,02,02886
nf,az,05,02886
nf,az,20,02886
fs,bc,06,02887
fs,bc,02,02887
fs,bc,18,02887
fs,bx,06,02887
fs,bx,02,02887
fs,bx,18,02887
fs,az,06,02887
fs,az,02,02887
fs,az,18,02887
nf,bc,06,02887
nf,bc,02,02887
nf,bc,18,02887
nf,bx,06,02887
nf,bx,02,02887
nf,bx,18,02887
nf,az,06,02887
nf,az,02,02887
nf,az,18,02887
fs,bc,25,02888
fs,am,25,02888
fs,ai,25,02888
fs,al,25,02888
fs,ae,25,02888
fs,ao,25,02888
fs,ak,25,02888
vm,bc,25,02888
vm,am,25,02888
vm,ai,25,02888
vm,al,25,02888
vm,ae,25,02888
vm,ao,25,02888
vm,ak,25,02888
fs,bc,12,02889
fs,bc,05,02889
fs,bx,12,02889
fs,bx,05,02889
fs,az,12,02889
fs,az,05,02889
fs,dr,12,02889
fs,dr,05,02889
nf,bc,12,02889
nf,bc,05,02889
nf,bx,12,02889
nf,bx,05,02889
nf,az,12,02889
nf,az,05,02889
nf,dr,12,02889
nf,dr,05,02889
fs,bc,05,02890
fs,bc,20,02890
fs,bx,05,02890
fs,bx,20,02890
fs,az,05,02890
fs,az,20,02890
nf,bc,05,02890
nf,bc,20,02890
nf,bx,05,02890
nf,bx,20,02890
nf,az,05,02890
nf,az,20,02890
fs,bc,10,02891
fs,bc,05,02891
fs,bc,18,02892
fs,cy,18,02892
fs,bc,02,02893
fs,bc,05,02893
fs,bc,20,02893
fs,ad,02,02893
fs,ad,05,02893
fs,ad,20,02893
fs,ah,02,02893
fs,ah,05,02893
fs,ah,20,02893
fs,bx,02,02893
fs,bx,05,02893
fs,bx,20,02893
fs,az,02,02893
fs,az,05,02893
fs,az,20,02893
nf,bc,02,02893
nf,bc,05,02893
nf,bc,20,02893
nf,ad,02,02893
nf,ad,05,02893
nf,ad,20,02893
nf,ah,02,02893
nf,ah,05,02893
nf,ah,20,02893
nf,bx,02,02893
nf,bx,05,02893
nf,bx,20,02893
nf,az,02,02893
nf,az,05,02893
nf,az,20,02893
vm,bc,02,02893
vm,bc,05,02893
vm,bc,20,02893
vm,ad,02,02893
vm,ad,05,02893
vm,ad,20,02893
vm,ah,02,02893
vm,ah,05,02893
vm,ah,20,02893
vm,bx,02,02893
vm,bx,05,02893
vm,bx,20,02893
vm,az,02,02893
vm,az,05,02893
vm,az,20,02893
fs,bc,18,02894
fs,av,18,02894
vm,bc,18,02894
vm,av,18,02894
fs,bc,02,02895
fs,bc,18,02895
fs,bc,05,02895
fs,bx,02,02895
fs,bx,18,02895
fs,bx,05,02895
fs,az,02,02895
fs,az,18,02895
fs,az,05,02895
nf,bc,02,02895
nf,bc,18,02895
nf,bc,05,02895
nf,bx,02,02895
nf,bx,18,02895
nf,bx,05,02895
nf,az,02,02895
nf,az,18,02895
nf,az,05,02895
fs,bc,12,02896
fs,bc,02,02897
fs,aj,02,02897
fs,ac,02,02897
fs,ab,02,02897
fs,al,02,02897
fs,ah,02,02897
fs,by,02,02897
fs,bx,02,02897
fs,bv,02,02897
nf,bc,02,02897
nf,aj,02,02897
nf,ac,02,02897
nf,ab,02,02897
nf,al,02,02897
nf,ah,02,02897
nf,by,02,02897
nf,bx,02,02897
nf,bv,02,02897
ph,bc,02,02897
ph,aj,02,02897
ph,ac,02,02897
ph,ab,02,02897
ph,al,02,02897
ph,ah,02,02897
ph,by,02,02897
ph,bx,02,02897
ph,bv,02,02897
vm,bc,02,02897
vm,aj,02,02897
vm,ac,02,02897
vm,ab,02,02897
vm,al,02,02897
vm,ah,02,02897
vm,by,02,02897
vm,bx,02,02897
vm,bv,02,02897
fs,bc,18,02898
fs,dl,18,02898
nf,bc,18,02898
nf,dl,18,02898
fs,bc,12,02899
fs,bc,05,02899
fs,bc,05,02900
fs,bc,20,02900
fs,bx,05,02900
fs,bx,20,02900
fs,az,05,02900
fs,az,20,02900
nf,bc,05,02900
nf,bc,20,02900
nf,bx,05,02900
nf,bx,20,02900
nf,az,05,02900
nf,az,20,02900
fs,bc,18,02901
fs,df,18,02901
fs,cd,18,02901
fs,ak,18,02901
fs,dl,18,02901
fs,cy,18,02901
nf,bc,18,02901
nf,df,18,02901
nf,cd,18,02901
nf,ak,18,02901
nf,dl,18,02901
nf,cy,18,02901
vm,bc,18,02901
vm,df,18,02901
vm,cd,18,02901
vm,ak,18,02901
vm,dl,18,02901
vm,cy,18,02901
fs,bc,12,02902
fs,bc,05,02902
fs,bx,12,02902
fs,bx,05,02902
nf,bc,12,02902
nf,bc,05,02902
nf,bx,12,02902
nf,bx,05,02902
fs,bc,10,02903
fs,bc,05,02903
fs,bx,10,02903
fs,bx,05,02903
fs,az,10,02903
fs,az,05,02903
nf,bc,10,02903
nf,bc,05,02903
nf,bx,10,02903
nf,bx,05,02903
nf,az,10,02903
nf,az,05,02903
fs,bc,18,02904
fs,ah,18,02904
vm,bc,18,02904
vm,ah,18,02904
fs,bc,10,02905
fs,bc,12,02905
fs,cy,10,02905
fs,cy,12,02905
fs,bc,17,02906
fs,bc,18,02906
fs,bc,20,02906
fs,az,17,02906
fs,az,18,02906
fs,az,20,02906
fs,cy,17,02906
fs,cy,18,02906
fs,cy,20,02906
fs,bc,12,02907
fs,bc,05,02907
fs,bc,15,02908
fs,ch,15,02908
fs,bi,15,02908
nf,bc,15,02908
nf,ch,15,02908
nf,bi,15,02908
fs,bc,12,02909
fs,bc,09,02909
fs,aa,12,02909
fs,aa,09,02909
vm,bc,12,02909
vm,bc,09,02909
vm,aa,12,02909
vm,aa,09,02909
fs,bc,18,02910
fs,cy,18,02910
fs,bc,12,02911
fs,bc,05,02911
fs,ah,12,02911
fs,ah,05,02911
vm,bc,12,02911
vm,bc,05,02911
vm,ah,12,02911
vm,ah,05,02911
fs,bc,12,02912
fs,bc,05,02912
fs,bc,12,02913
fs,bc,05,02913
fs,bc,18,02914
fs,cd,18,02914
fs,dl,18,02914
fs,cy,18,02914
nf,bc,18,02914
nf,cd,18,02914
nf,dl,18,02914
nf,cy,18,02914
fs,bc,10,02915
fs,bc,05,02915
fs,bx,10,02915
fs,bx,05,02915
nf,bc,10,02915
nf,bc,05,02915
nf,bx,10,02915
nf,bx,05,02915
fs,bc,18,02916
fs,cy,18,02916
fs,bc,12,02917
fs,bc,05,02917
fs,bc,02,02918
fs,bx,02,02918
nf,bc,02,02918
nf,bx,02,02918
fs,bc,05,02919
fs,bc,20,02919
fs,bx,05,02919
fs,bx,20,02919
nf,bc,05,02919
nf,bc,20,02919
nf,bx,05,02919
nf,bx,20,02919
fs,bc,02,02920
fs,bc,18,02920
fs,bc,09,02920
fs,bc,10,02920
fs,bc,03,02920
fs,bc,20,02920
fs,bx,02,02920
fs,bx,18,02920
fs,bx,09,02920
fs,bx,10,02920
fs,bx,03,02920
fs,bx,20,02920
nf,bc,02,02920
nf,bc,18,02920
nf,bc,09,02920
nf,bc,10,02920
nf,bc,03,02920
nf,bc,20,02920
nf,bx,02,02920
nf,bx,18,02920
nf,bx,09,02920
nf,bx,10,02920
nf,bx,03,02920
nf,bx,20,02920
fs,bc,12,02921
fs,bc,09,02921
fs,bc,05,02921
fs,bx,12,02921
fs,bx,09,02921
fs,bx,05,02921
fs,az,12,02921
fs,az,09,02921
fs,az,05,02921
nf,bc,12,02921
nf,bc,09,02921
nf,bc,05,02921
nf,bx,12,02921
nf,bx,09,02921
nf,bx,05,02921
nf,az,12,02921
nf,az,09,02921
nf,az,05,02921
fs,bc,18,02922
fs,ad,18,02922
fs,ah,18,02922
fs,dl,18,02922
fs,cy,18,02922
nf,bc,18,02922
nf,ad,18,02922
nf,ah,18,02922
nf,dl,18,02922
nf,cy,18,02922
vm,bc,18,02922
vm,ad,18,02922
vm,ah,18,02922
vm,dl,18,02922
vm,cy,18,02922
fs,bc,12,02923
fs,bc,02,02923
fs,bx,12,02923
fs,bx,02,02923
nf,bc,12,02923
nf,bc,02,02923
nf,bx,12,02923
nf,bx,02,02923
fs,bc,03,02924
fs,bc,12,02925
fs,bc,09,02925
fs,bc,24,02926
fs,bc,18,02926
fs,bc,05,02926
fs,bx,24,02926
fs,bx,18,02926
fs,bx,05,02926
fs,az,24,02926
fs,az,18,02926
fs,az,05,02926
fs,dr,24,02926
fs,dr,18,02926
fs,dr,05,02926
nf,bc,24,02926
nf,bc,18,02926
nf,bc,05,02926
nf,bx,24,02926
nf,bx,18,02926
nf,bx,05,02926
nf,az,24,02926
nf,az,18,02926
nf,az,05,02926
nf,dr,24,02926
nf,dr,18,02926
nf,dr,05,02926
fs,bc,18,02927
fs,df,18,02927
fs,ak,18,02927
fs,dl,18,02927
fs,cy,18,02927
nf,bc,18,02927
nf,df,18,02927
nf,ak,18,02927
nf,dl,18,02927
nf,cy,18,02927
vm,bc,18,02927
vm,df,18,02927
vm,ak,18,02927
vm,dl,18,02927
vm,cy,18,02927
fs,bc,12,02928
fs,bc,05,02928
fs,bd,12,02928
fs,bd,05,02928
vm,bc,12,02928
vm,bc,05,02928
vm,bd,12,02928
vm,bd,05,02928
fs,bc,09,02929
fs,aa,09,02929
vm,bc,09,02929
vm,aa,09,02929
fs,bc,22,02930
fs,as,22,02930
fs,aa,22,02930
fs,ad,22,02930
fs,ag,22,02930
fs,cy,22,02930
vm,bc,22,02930
vm,as,22,02930
vm,aa,22,02930
vm,ad,22,02930
vm,ag,22,02930
vm,cy,22,02930
fs,bc,06,02931
fs,bc,12,02931
fs,bc,09,02931
fs,cy,06,02931
fs,cy,12,02931
fs,cy,09,02931
nf,cg,12,02932
nf,cg,03,02932
nf,dy,12,02932
nf,dy,03,02932
ph,cg,12,02932
ph,cg,03,02932
ph,dy,12,02932
ph,dy,03,02932
nf,be,02,02933
nf,aj,02,02933
nf,ac,02,02933
nf,al,02,02933
nf,ad,02,02933
nf,ah,02,02933
nf,ar,02,02933
vm,be,02,02933
vm,aj,02,02933
vm,ac,02,02933
vm,al,02,02933
vm,ad,02,02933
vm,ah,02,02933
vm,ar,02,02933
nf,be,02,02934
nf,bv,02,02934
nf,be,02,02935
nf,ac,02,02935
nf,ab,02,02935
nf,al,02,02935
nf,ae,02,02935
nf,ad,02,02935
nf,ah,02,02935
nf,ar,02,02935
vm,be,02,02935
vm,ac,02,02935
vm,ab,02,02935
vm,al,02,02935
vm,ae,02,02935
vm,ad,02,02935
vm,ah,02,02935
vm,ar,02,02935
nf,be,02,02936
nf,be,02,02937
nf,ac,02,02937
nf,ab,02,02937
nf,al,02,02937
nf,ah,02,02937
nf,ap,02,02937
nf,ar,02,02937
vm,be,02,02937
vm,ac,02,02937
vm,ab,02,02937
vm,al,02,02937
vm,ah,02,02937
vm,ap,02,02937
vm,ar,02,02937
nf,be,02,02938
nf,bv,02,02938
nf,be,02,02939
nf,bv,02,02939
fs,be,02,02940
fs,be,20,02940
fs,ac,02,02940
fs,ac,20,02940
fs,ah,02,02940
fs,ah,20,02940
fs,az,02,02940
fs,az,20,02940
nf,be,02,02940
nf,be,20,02940
nf,ac,02,02940
nf,ac,20,02940
nf,ah,02,02940
nf,ah,20,02940
nf,az,02,02940
nf,az,20,02940
vm,be,02,02940
vm,be,20,02940
vm,ac,02,02940
vm,ac,20,02940
vm,ah,02,02940
vm,ah,20,02940
vm,az,02,02940
vm,az,20,02940
nf,be,02,02941
nf,ac,02,02941
nf,ah,02,02941
nf,ar,02,02941
vm,be,02,02941
vm,ac,02,02941
vm,ah,02,02941
vm,ar,02,02941
nf,be,02,02942
nf,aa,02,02942
nf,ah,02,02942
nf,bx,02,02942
nf,ar,02,02942
vm,be,02,02942
vm,aa,02,02942
vm,ah,02,02942
vm,bx,02,02942
vm,ar,02,02942
nf,be,02,02943
nf,aj,02,02943
nf,ac,02,02943
nf,ab,02,02943
nf,al,02,02943
nf,ad,02,02943
nf,ah,02,02943
nf,ap,02,02943
nf,bx,02,02943
nf,ar,02,02943
nf,af,02,02943
nf,bv,02,02943
vm,be,02,02943
vm,aj,02,02943
vm,ac,02,02943
vm,ab,02,02943
vm,al,02,02943
vm,ad,02,02943
vm,ah,02,02943
vm,ap,02,02943
vm,bx,02,02943
vm,ar,02,02943
vm,af,02,02943
vm,bv,02,02943
fs,be,02,02944
fs,be,20,02944
fs,az,02,02944
fs,az,20,02944
nf,be,02,02944
nf,be,20,02944
nf,az,02,02944
nf,az,20,02944
nf,be,02,02945
nf,ac,02,02945
nf,aa,02,02945
nf,ah,02,02945
nf,bx,02,02945
nf,ar,02,02945
vm,be,02,02945
vm,ac,02,02945
vm,aa,02,02945
vm,ah,02,02945
vm,bx,02,02945
vm,ar,02,02945
nf,be,02,02946
nf,ac,02,02946
nf,ah,02,02946
nf,ap,02,02946
vm,be,02,02946
vm,ac,02,02946
vm,ah,02,02946
vm,ap,02,02946
nf,be,02,02947
nf,ac,02,02947
nf,aa,02,02947
nf,ah,02,02947
nf,ar,02,02947
vm,be,02,02947
vm,ac,02,02947
vm,aa,02,02947
vm,ah,02,02947
vm,ar,02,02947
nf,be,02,02948
nf,ac,02,02948
nf,ab,02,02948
nf,al,02,02948
nf,ah,02,02948
nf,ap,02,02948
nf,bx,02,02948
nf,ar,02,02948
vm,be,02,02948
vm,ac,02,02948
vm,ab,02,02948
vm,al,02,02948
vm,ah,02,02948
vm,ap,02,02948
vm,bx,02,02948
vm,ar,02,02948
nf,be,02,02949
nf,ac,02,02949
nf,ab,02,02949
nf,ae,02,02949
nf,ah,02,02949
nf,bx,02,02949
nf,ar,02,02949
vm,be,02,02949
vm,ac,02,02949
vm,ab,02,02949
vm,ae,02,02949
vm,ah,02,02949
vm,bx,02,02949
vm,ar,02,02949
nf,be,02,02950
nf,ac,02,02950
nf,ar,02,02950
vm,be,02,02950
vm,ac,02,02950
vm,ar,02,02950
nf,be,02,02951
nf,by,02,02951
nf,cd,02,02951
nf,bv,02,02951
ph,be,02,02951
ph,by,02,02951
ph,cd,02,02951
ph,bv,02,02951
fs,be,02,02952
fs,ac,02,02952
fs,ab,02,02952
fs,al,02,02952
fs,ae,02,02952
fs,ah,02,02952
fs,az,02,02952
fs,ak,02,02952
nf,be,02,02952
nf,ac,02,02952
nf,ab,02,02952
nf,al,02,02952
nf,ae,02,02952
nf,ah,02,02952
nf,az,02,02952
nf,ak,02,02952
vm,be,02,02952
vm,ac,02,02952
vm,ab,02,02952
vm,al,02,02952
vm,ae,02,02952
vm,ah,02,02952
vm,az,02,02952
vm,ak,02,02952
nf,be,02,02953
nf,bx,02,02953
nf,ar,02,02953
nf,bv,02,02953
vm,be,02,02953
vm,bx,02,02953
vm,ar,02,02953
vm,bv,02,02953
fs,be,02,02954
fs,ac,02,02954
fs,ab,02,02954
fs,al,02,02954
fs,ah,02,02954
fs,ap,02,02954
fs,ar,02,02954
fs,az,02,02954
fs,bv,02,02954
nf,be,02,02954
nf,ac,02,02954
nf,ab,02,02954
nf,al,02,02954
nf,ah,02,02954
nf,ap,02,02954
nf,ar,02,02954
nf,az,02,02954
nf,bv,02,02954
vm,be,02,02954
vm,ac,02,02954
vm,ab,02,02954
vm,al,02,02954
vm,ah,02,02954
vm,ap,02,02954
vm,ar,02,02954
vm,az,02,02954
vm,bv,02,02954
nf,be,02,02955
nf,ac,02,02955
nf,aa,02,02955
nf,ad,02,02955
nf,ah,02,02955
nf,ap,02,02955
nf,ar,02,02955
vm,be,02,02955
vm,ac,02,02955
vm,aa,02,02955
vm,ad,02,02955
vm,ah,02,02955
vm,ap,02,02955
vm,ar,02,02955
fs,be,02,02956
fs,ac,02,02956
fs,ab,02,02956
fs,al,02,02956
fs,ah,02,02956
fs,ap,02,02956
fs,ar,02,02956
fs,az,02,02956
fs,bv,02,02956
nf,be,02,02956
nf,ac,02,02956
nf,ab,02,02956
nf,al,02,02956
nf,ah,02,02956
nf,ap,02,02956
nf,ar,02,02956
nf,az,02,02956
nf,bv,02,02956
vm,be,02,02956
vm,ac,02,02956
vm,ab,02,02956
vm,al,02,02956
vm,ah,02,02956
vm,ap,02,02956
vm,ar,02,02956
vm,az,02,02956
vm,bv,02,02956
fs,be,02,02957
fs,ac,02,02957
fs,ab,02,02957
fs,al,02,02957
fs,ah,02,02957
fs,ap,02,02957
fs,ar,02,02957
fs,az,02,02957
fs,bv,02,02957
nf,be,02,02957
nf,ac,02,02957
nf,ab,02,02957
nf,al,02,02957
nf,ah,02,02957
nf,ap,02,02957
nf,ar,02,02957
nf,az,02,02957
nf,bv,02,02957
vm,be,02,02957
vm,ac,02,02957
vm,ab,02,02957
vm,al,02,02957
vm,ah,02,02957
vm,ap,02,02957
vm,ar,02,02957
vm,az,02,02957
vm,bv,02,02957
nf,be,02,02958
nf,bv,02,02958
nf,be,02,02959
nf,bv,02,02959
nf,be,02,02960
nf,ac,02,02960
nf,al,02,02960
nf,ah,02,02960
nf,ap,02,02960
nf,ar,02,02960
vm,be,02,02960
vm,ac,02,02960
vm,al,02,02960
vm,ah,02,02960
vm,ap,02,02960
vm,ar,02,02960
nf,be,02,02961
nf,ac,02,02961
nf,ab,02,02961
nf,al,02,02961
nf,ah,02,02961
nf,ap,02,02961
nf,bx,02,02961
nf,ar,02,02961
vm,be,02,02961
vm,ac,02,02961
vm,ab,02,02961
vm,al,02,02961
vm,ah,02,02961
vm,ap,02,02961
vm,bx,02,02961
vm,ar,02,02961
nf,be,02,02962
nf,bx,02,02962
nf,bv,02,02962
nf,be,02,02963
nf,ah,02,02963
vm,be,02,02963
vm,ah,02,02963
fs,be,02,02964
fs,by,02,02964
fs,az,02,02964
nf,be,02,02964
nf,by,02,02964
nf,az,02,02964
ph,be,02,02964
ph,by,02,02964
ph,az,02,02964
fs,be,02,02965
fs,ac,02,02965
fs,ah,02,02965
fs,az,02,02965
nf,be,02,02965
nf,ac,02,02965
nf,ah,02,02965
nf,az,02,02965
vm,be,02,02965
vm,ac,02,02965
vm,ah,02,02965
vm,az,02,02965
nf,be,02,02966
nf,aj,02,02966
nf,ac,02,02966
nf,ad,02,02966
nf,ah,02,02966
nf,bx,02,02966
nf,af,02,02966
vm,be,02,02966
vm,aj,02,02966
vm,ac,02,02966
vm,ad,02,02966
vm,ah,02,02966
vm,bx,02,02966
vm,af,02,02966
fs,be,02,02967
fs,be,05,02967
fs,be,20,02967
fs,ab,02,02967
fs,ab,05,02967
fs,ab,20,02967
fs,al,02,02967
fs,al,05,02967
fs,al,20,02967
fs,ap,02,02967
fs,ap,05,02967
fs,ap,20,02967
fs,ar,02,02967
fs,ar,05,02967
fs,ar,20,02967
fs,az,02,02967
fs,az,05,02967
fs,az,20,02967
fs,bv,02,02967
fs,bv,05,02967
fs,bv,20,02967
nf,be,02,02967
nf,be,05,02967
nf,be,20,02967
nf,ab,02,02967
nf,ab,05,02967
nf,ab,20,02967
nf,al,02,02967
nf,al,05,02967
nf,al,20,02967
nf,ap,02,02967
nf,ap,05,02967
nf,ap,20,02967
nf,ar,02,02967
nf,ar,05,02967
nf,ar,20,02967
nf,az,02,02967
nf,az,05,02967
nf,az,20,02967
nf,bv,02,02967
nf,bv,05,02967
nf,bv,20,02967
vm,be,02,02967
vm,be,05,02967
vm,be,20,02967
vm,ab,02,02967
vm,ab,05,02967
vm,ab,20,02967
vm,al,02,02967
vm,al,05,02967
vm,al,20,02967
vm,ap,02,02967
vm,ap,05,02967
vm,ap,20,02967
vm,ar,02,02967
vm,ar,05,02967
vm,ar,20,02967
vm,az,02,02967
vm,az,05,02967
vm,az,20,02967
vm,bv,02,02967
vm,bv,05,02967
vm,bv,20,02967
fs,be,02,02968
fs,ac,02,02968
fs,ad,02,02968
fs,ah,02,02968
fs,bx,02,02968
fs,az,02,02968
nf,be,02,02968
nf,ac,02,02968
nf,ad,02,02968
nf,ah,02,02968
nf,bx,02,02968
nf,az,02,02968
vm,be,02,02968
vm,ac,02,02968
vm,ad,02,02968
vm,ah,02,02968
vm,bx,02,02968
vm,az,02,02968
fs,be,02,02969
fs,az,02,02969
nf,be,02,02969
nf,az,02,02969
nf,be,02,02970
nf,ah,02,02970
nf,af,02,02970
nf,bv,02,02970
vm,be,02,02970
vm,ah,02,02970
vm,af,02,02970
vm,bv,02,02970
nf,be,02,02971
nf,aj,02,02971
nf,ac,02,02971
nf,ab,02,02971
nf,al,02,02971
nf,ae,02,02971
nf,ad,02,02971
nf,ah,02,02971
nf,ap,02,02971
nf,ar,02,02971
vm,be,02,02971
vm,aj,02,02971
vm,ac,02,02971
vm,ab,02,02971
vm,al,02,02971
vm,ae,02,02971
vm,ad,02,02971
vm,ah,02,02971
vm,ap,02,02971
vm,ar,02,02971
nf,be,02,02972
nf,ac,02,02972
nf,ah,02,02972
vm,be,02,02972
vm,ac,02,02972
vm,ah,02,02972
nf,be,12,02973
nf,be,02,02973
nf,ac,12,02973
nf,ac,02,02973
nf,ah,12,02973
nf,ah,02,02973
nf,ap,12,02973
nf,ap,02,02973
nf,ar,12,02973
nf,ar,02,02973
vm,be,12,02973
vm,be,02,02973
vm,ac,12,02973
vm,ac,02,02973
vm,ah,12,02973
vm,ah,02,02973
vm,ap,12,02973
vm,ap,02,02973
vm,ar,12,02973
vm,ar,02,02973
nf,be,02,02974
nf,ac,02,02974
nf,aa,02,02974
nf,ad,02,02974
nf,ah,02,02974
nf,ap,02,02974
nf,ar,02,02974
vm,be,02,02974
vm,ac,02,02974
vm,aa,02,02974
vm,ad,02,02974
vm,ah,02,02974
vm,ap,02,02974
vm,ar,02,02974
nf,be,02,02975
nf,ac,02,02975
nf,ah,02,02975
nf,ar,02,02975
vm,be,02,02975
vm,ac,02,02975
vm,ah,02,02975
vm,ar,02,02975
nf,be,02,02976
nf,aj,02,02976
nf,ac,02,02976
nf,ad,02,02976
nf,ah,02,02976
vm,be,02,02976
vm,aj,02,02976
vm,ac,02,02976
vm,ad,02,02976
vm,ah,02,02976
nf,be,02,02977
nf,aj,02,02977
nf,ac,02,02977
nf,ah,02,02977
nf,ap,02,02977
nf,ar,02,02977
vm,be,02,02977
vm,aj,02,02977
vm,ac,02,02977
vm,ah,02,02977
vm,ap,02,02977
vm,ar,02,02977
nf,be,02,02978
nf,be,02,02979
nf,by,02,02979
nf,ct,02,02979
ph,be,02,02979
ph,by,02,02979
ph,ct,02,02979
nf,be,02,02980
fs,be,02,02981
fs,aj,02,02981
fs,ac,02,02981
fs,ah,02,02981
fs,az,02,02981
nf,be,02,02981
nf,aj,02,02981
nf,ac,02,02981
nf,ah,02,02981
nf,az,02,02981
vm,be,02,02981
vm,aj,02,02981
vm,ac,02,02981
vm,ah,02,02981
vm,az,02,02981
nf,be,02,02982
nf,bv,02,02982
nf,be,02,02983
fs,be,02,02984
fs,az,02,02984
nf,be,02,02984
nf,az,02,02984
nf,be,02,02985
nf,be,02,02986
nf,ac,02,02986
nf,bx,02,02986
vm,be,02,02986
vm,ac,02,02986
vm,bx,02,02986
nf,be,02,02987
nf,ah,02,02987
vm,be,02,02987
vm,ah,02,02987
nf,be,02,02988
nf,ac,02,02988
nf,ar,02,02988
vm,be,02,02988
vm,ac,02,02988
vm,ar,02,02988
nf,be,06,02989
nf,be,02,02989
nf,da,06,02989
nf,da,02,02989
nf,bq,06,02989
nf,bq,02,02989
nf,ac,06,02989
nf,ac,02,02989
nf,ab,06,02989
nf,ab,02,02989
nf,al,06,02989
nf,al,02,02989
nf,ae,06,02989
nf,ae,02,02989
nf,ad,06,02989
nf,ad,02,02989
nf,ah,06,02989
nf,ah,02,02989
nf,bx,06,02989
nf,bx,02,02989
nf,ar,06,02989
nf,ar,02,02989
vm,be,06,02989
vm,be,02,02989
vm,da,06,02989
vm,da,02,02989
vm,bq,06,02989
vm,bq,02,02989
vm,ac,06,02989
vm,ac,02,02989
vm,ab,06,02989
vm,ab,02,02989
vm,al,06,02989
vm,al,02,02989
vm,ae,06,02989
vm,ae,02,02989
vm,ad,06,02989
vm,ad,02,02989
vm,ah,06,02989
vm,ah,02,02989
vm,bx,06,02989
vm,bx,02,02989
vm,ar,06,02989
vm,ar,02,02989
nf,be,02,02990
nf,ac,02,02990
nf,ab,02,02990
nf,al,02,02990
nf,ae,02,02990
nf,ah,02,02990
nf,ar,02,02990
nf,bv,02,02990
vm,be,02,02990
vm,ac,02,02990
vm,ab,02,02990
vm,al,02,02990
vm,ae,02,02990
vm,ah,02,02990
vm,ar,02,02990
vm,bv,02,02990
nf,be,02,02991
nf,ac,02,02991
nf,bx,02,02991
vm,be,02,02991
vm,ac,02,02991
vm,bx,02,02991
nf,be,02,02992
nf,bv,02,02992
fs,be,02,02993
fs,ah,02,02993
fs,bx,02,02993
fs,az,02,02993
nf,be,02,02993
nf,ah,02,02993
nf,bx,02,02993
nf,az,02,02993
vm,be,02,02993
vm,ah,02,02993
vm,bx,02,02993
vm,az,02,02993
nf,be,02,02994
nf,bx,02,02994
nf,be,02,02995
fs,be,02,02996
fs,az,02,02996
nf,be,02,02996
nf,az,02,02996
nf,be,02,02997
fs,be,02,02998
fs,aa,02,02998
fs,ah,02,02998
fs,ar,02,02998
fs,az,02,02998
nf,be,02,02998
nf,aa,02,02998
nf,ah,02,02998
nf,ar,02,02998
nf,az,02,02998
vm,be,02,02998
vm,aa,02,02998
vm,ah,02,02998
vm,ar,02,02998
vm,az,02,02998
nf,be,02,02999
nf,aa,02,02999
nf,ah,02,02999
nf,ap,02,02999
nf,ar,02,02999
vm,be,02,02999
vm,aa,02,02999
vm,ah,02,02999
vm,ap,02,02999
vm,ar,02,02999
nf,be,06,03000
nf,be,02,03000
nf,da,06,03000
nf,da,02,03000
nf,bq,06,03000
nf,bq,02,03000
nf,ac,06,03000
nf,ac,02,03000
nf,ab,06,03000
nf,ab,02,03000
nf,al,06,03000
nf,al,02,03000
nf,ad,06,03000
nf,ad,02,03000
nf,ah,06,03000
nf,ah,02,03000
nf,bx,06,03000
nf,bx,02,03000
nf,ar,06,03000
nf,ar,02,03000
vm,be,06,03000
vm,be,02,03000
vm,da,06,03000
vm,da,02,03000
vm,bq,06,03000
vm,bq,02,03000
vm,ac,06,03000
vm,ac,02,03000
vm,ab,06,03000
vm,ab,02,03000
vm,al,06,03000
vm,al,02,03000
vm,ad,06,03000
vm,ad,02,03000
vm,ah,06,03000
vm,ah,02,03000
vm,bx,06,03000
vm,bx,02,03000
vm,ar,06,03000
vm,ar,02,03000
nf,be,02,03001
nf,ac,02,03001
nf,bx,02,03001
nf,ar,02,03001
nf,bv,02,03001
vm,be,02,03001
vm,ac,02,03001
vm,bx,02,03001
vm,ar,02,03001
vm,bv,02,03001
fs,be,02,03002
fs,ad,02,03002
fs,az,02,03002
nf,be,02,03002
nf,ad,02,03002
nf,az,02,03002
vm,be,02,03002
vm,ad,02,03002
vm,az,02,03002
nf,be,02,03003
nf,by,02,03003
nf,bx,02,03003
nf,ct,02,03003
ph,be,02,03003
ph,by,02,03003
ph,bx,02,03003
ph,ct,02,03003
nf,be,02,03004
