cmb_cat,cmb_nutr,cmb_func,cmb_pill
fs,cy,20,02676
nf,bm,18,02676
nf,bm,05,02676
nf,bm,20,02676
nf,bc,18,02676
nf,bc,05,02676
nf,bc,20,02676
nf,az,18,02676
nf,az,05,02676
nf,az,20,02676
nf,dl,18,02676
nf,dl,05,02676
nf,dl,20,02676
nf,cy,18,02676
nf,cy,05,02676
nf,cy,20,02676
ph,bm,18,02676
ph,bm,05,02676
ph,bm,20,02676
ph,bc,18,02676
ph,bc,05,02676
ph,bc,20,02676
ph,az,18,02676
ph,az,05,02676
ph,az,20,02676
ph,dl,18,02676
ph,dl,05,02676
ph,dl,20,02676
ph,cy,18,02676
ph,cy,05,02676
ph,cy,20,02676
ph,bm,12,02677
ph,bm,09,02677
ph,aa,12,02677
ph,aa,09,02677
ph,bu,12,02677
ph,bu,09,02677
vm,bm,12,02677
vm,bm,09,02677
vm,aa,12,02677
vm,aa,09,02677
vm,bu,12,02677
vm,bu,09,02677
ph,bm,12,02678
ph,bm,01,02678
ph,bm,08,02679
ph,bm,19,02679
ph,as,08,02679
ph,as,19,02679
ph,bf,08,02679
ph,bf,19,02679
ph,aa,08,02679
ph,aa,19,02679
ph,aq,08,02679
ph,aq,19,02679
ph,ak,08,02679
ph,ak,19,02679
ph,do,08,02679
ph,do,19,02679
vm,bm,08,02679
vm,bm,19,02679
vm,as,08,02679
vm,as,19,02679
vm,bf,08,02679
vm,bf,19,02679
vm,aa,08,02679
vm,aa,19,02679
vm,aq,08,02679
vm,aq,19,02679
vm,ak,08,02679
vm,ak,19,02679
vm,do,08,02679
vm,do,19,02679
ph,bm,12,02680
ph,bm,04,02680
ph,aa,12,02680
ph,aa,04,02680
vm,bm,12,02680
vm,bm,04,02680
vm,aa,12,02680
vm,aa,04,02680
ph,bm,12,02681
ph,bm,15,02682
ph,bm,04,02683
ph,bm,12,02684
ph,ah,12,02684
ph,ce,12,02684
vm,bm,12,02684
vm,ah,12,02684
vm,ce,12,02684
nf,bm,17,02685
nf,aj,17,02685
nf,ac,17,02685
nf,df,17,02685
nf,bd,17,02685
nf,cs,17,02685
nf,do,17,02685
ph,bm,17,02685
ph,aj,17,02685
ph,ac,17,02685
ph,df,17,02685
ph,bd,17,02685
ph,cs,17,02685
ph,do,17,02685
vm,bm,17,02685
vm,aj,17,02685
vm,ac,17,02685
vm,df,17,02685
vm,bd,17,02685
vm,cs,17,02685
vm,do,17,02685
ph,bm,05,02686
ph,bm,14,02686
ph,bm,04,02687
ph,aq,04,02687
vm,bm,04,02687
vm,aq,04,02687
ph,bm,08,02688
ph,bf,08,02688
ph,ao,08,02688
ph,aq,08,02688
ph,do,08,02688
vm,bm,08,02688
vm,bf,08,02688
vm,ao,08,02688
vm,aq,08,02688
vm,do,08,02688
ph,bm,12,02689
ph,ce,12,02689
ph,bm,10,02690
ph,ce,10,02690
ph,bm,12,02691
ph,bm,04,02691
ap,cj,11,02692
ap,cj,25,02692
ap,bp,11,02692
ap,bp,25,02692
ap,dc,11,02692
ap,dc,25,02692
gr,cj,11,02692
gr,cj,25,02692
gr,bp,11,02692
gr,bp,25,02692
gr,dc,11,02692
gr,dc,25,02692
nf,cj,11,02692
nf,cj,25,02692
nf,bp,11,02692
nf,bp,25,02692
nf,dc,11,02692
nf,dc,25,02692
ap,cj,07,02693
ap,cj,11,02694
ap,cj,13,02694
ap,ad,11,02694
ap,ad,13,02694
vm,cj,11,02694
vm,cj,13,02694
vm,ad,11,02694
vm,ad,13,02694
ap,cj,25,02695
ap,dc,25,02695
nf,cj,25,02695
nf,dc,25,02695
ap,cj,25,02696
ap,cj,11,02696
ap,as,25,02696
ap,as,11,02696
ap,ad,25,02696
ap,ad,11,02696
ap,ao,25,02696
ap,ao,11,02696
vm,cj,25,02696
vm,cj,11,02696
vm,as,25,02696
vm,as,11,02696
vm,ad,25,02696
vm,ad,11,02696
vm,ao,25,02696
vm,ao,11,02696
ap,cj,25,02697
ap,cj,11,02697
ap,ae,25,02697
ap,ae,11,02697
ap,ap,25,02697
ap,ap,11,02697
ap,dc,25,02697
ap,dc,11,02697
nf,cj,25,02697
nf,cj,11,02697
nf,ae,25,02697
nf,ae,11,02697
nf,ap,25,02697
nf,ap,11,02697
nf,dc,25,02697
nf,dc,11,02697
vm,cj,25,02697
vm,cj,11,02697
vm,ae,25,02697
vm,ae,11,02697
vm,ap,25,02697
vm,ap,11,02697
vm,dc,25,02697
vm,dc,11,02697
ap,cj,13,02698
ap,cj,11,02698
ap,cj,02,02699
ap,be,02,02699
nf,cj,02,02699
nf,be,02,02699
ap,cj,25,02700
ap,cj,05,02700
ap,cj,11,02700
ap,cj,03,02701
ap,cj,11,02701
ap,dt,03,02701
ap,dt,11,02701
nf,cj,03,02701
nf,cj,11,02701
nf,dt,03,02701
nf,dt,11,02701
ap,cj,11,02702
ap,cj,11,02703
ap,cj,17,02704
ap,cj,11,02704
ap,cj,25,02704
ap,as,17,02704
ap,as,11,02704
ap,as,25,02704
ap,ae,17,02704
ap,ae,11,02704
ap,ae,25,02704
ap,ar,17,02704
ap,ar,11,02704
ap,ar,25,02704
vm,cj,17,02704
vm,cj,11,02704
vm,cj,25,02704
vm,as,17,02704
vm,as,11,02704
vm,as,25,02704
vm,ae,17,02704
vm,ae,11,02704
vm,ae,25,02704
vm,ar,17,02704
vm,ar,11,02704
vm,ar,25,02704
ap,cj,25,02705
ap,cj,07,02705
ap,ac,25,02705
ap,ac,07,02705
ap,ab,25,02705
ap,ab,07,02705
ap,ar,25,02705
ap,ar,07,02705
ap,dc,25,02705
ap,dc,07,02705
nf,cj,25,02705
nf,cj,07,02705
nf,ac,25,02705
nf,ac,07,02705
nf,ab,25,02705
nf,ab,07,02705
nf,ar,25,02705
nf,ar,07,02705
nf,dc,25,02705
nf,dc,07,02705
vm,cj,25,02705
vm,cj,07,02705
vm,ac,25,02705
vm,ac,07,02705
vm,ab,25,02705
vm,ab,07,02705
vm,ar,25,02705
vm,ar,07,02705
vm,dc,25,02705
vm,dc,07,02705
ap,cj,25,02706
ap,as,25,02706
vm,cj,25,02706
vm,as,25,02706
ap,cj,25,02707
ap,cj,13,02707
ap,ad,25,02707
ap,ad,13,02707
ap,bp,25,02707
ap,bp,13,02707
gr,cj,25,02707
gr,cj,13,02707
gr,ad,25,02707
gr,ad,13,02707
gr,bp,25,02707
gr,bp,13,02707
vm,cj,25,02707
vm,cj,13,02707
vm,ad,25,02707
vm,ad,13,02707
vm,bp,25,02707
vm,bp,13,02707
ap,cj,25,02708
ap,cj,13,02708
ap,aj,25,02708
ap,aj,13,02708
ap,ac,25,02708
ap,ac,13,02708
ap,aa,25,02708
ap,aa,13,02708
ap,dc,25,02708
ap,dc,13,02708
nf,cj,25,02708
nf,cj,13,02708
nf,aj,25,02708
nf,aj,13,02708
nf,ac,25,02708
nf,ac,13,02708
nf,aa,25,02708
nf,aa,13,02708
nf,dc,25,02708
nf,dc,13,02708
vm,cj,25,02708
vm,cj,13,02708
vm,aj,25,02708
vm,aj,13,02708
vm,ac,25,02708
vm,ac,13,02708
vm,aa,25,02708
vm,aa,13,02708
vm,dc,25,02708
vm,dc,13,02708
ap,cj,03,02709
ap,cj,05,02709
ap,ah,03,02709
ap,ah,05,02709
vm,cj,03,02709
vm,cj,05,02709
vm,ah,03,02709
vm,ah,05,02709
ap,cj,25,02710
ap,cj,11,02711
ap,cj,13,02711
ap,cj,05,02711
ap,ae,11,02711
ap,ae,13,02711
ap,ae,05,02711
ap,ad,11,02711
ap,ad,13,02711
ap,ad,05,02711
vm,cj,11,02711
vm,cj,13,02711
vm,cj,05,02711
vm,ae,11,02711
vm,ae,13,02711
vm,ae,05,02711
vm,ad,11,02711
vm,ad,13,02711
vm,ad,05,02711
ap,cj,25,02712
ap,cj,05,02712
ap,cj,25,02713
ap,cj,05,02713
ap,cj,11,02713
ap,dc,25,02713
ap,dc,05,02713
ap,dc,11,02713
nf,cj,25,02713
nf,cj,05,02713
nf,cj,11,02713
nf,dc,25,02713
nf,dc,05,02713
nf,dc,11,02713
ap,cj,11,02714
ap,cj,08,02714
ap,cj,25,02714
ap,cj,25,02715
ap,cj,11,02715
ap,dc,25,02715
ap,dc,11,02715
nf,cj,25,02715
nf,cj,11,02715
nf,dc,25,02715
nf,dc,11,02715
ap,cj,25,02716
ap,cj,11,02716
ap,dc,25,02716
ap,dc,11,02716
nf,cj,25,02716
nf,cj,11,02716
nf,dc,25,02716
nf,dc,11,02716
ap,cj,01,02717
ap,cj,11,02717
ap,cj,25,02718
ap,cj,25,02719
ap,cj,05,02719
ap,cj,11,02720
ap,cj,13,02720
ap,aa,11,02720
ap,aa,13,02720
vm,cj,11,02720
vm,cj,13,02720
vm,aa,11,02720
vm,aa,13,02720
ap,cj,11,02721
ap,cj,25,02721
ap,ad,11,02721
ap,ad,25,02721
ap,dc,11,02721
ap,dc,25,02721
nf,cj,11,02721
nf,cj,25,02721
nf,ad,11,02721
nf,ad,25,02721
nf,dc,11,02721
nf,dc,25,02721
vm,cj,11,02721
vm,cj,25,02721
vm,ad,11,02721
vm,ad,25,02721
vm,dc,11,02721
vm,dc,25,02721
ap,cj,13,02722
ap,cj,14,02723
ap,db,14,02723
ap,dg,14,02723
nf,cj,14,02723
nf,db,14,02723
nf,dg,14,02723
ap,cj,18,02724
ap,cj,25,02724
ap,cj,05,02724
ap,ap,18,02724
ap,ap,25,02724
ap,ap,05,02724
ap,cd,18,02724
ap,cd,25,02724
ap,cd,05,02724
nf,cj,18,02724
nf,cj,25,02724
nf,cj,05,02724
nf,ap,18,02724
nf,ap,25,02724
nf,ap,05,02724
nf,cd,18,02724
nf,cd,25,02724
nf,cd,05,02724
vm,cj,18,02724
vm,cj,25,02724
vm,cj,05,02724
vm,ap,18,02724
vm,ap,25,02724
vm,ap,05,02724
vm,cd,18,02724
vm,cd,25,02724
vm,cd,05,02724
ap,cj,14,02725
ap,dg,14,02725
nf,cj,14,02725
nf,dg,14,02725
ap,cj,25,02726
ap,cj,03,02726
ap,dj,25,02726
ap,dj,03,02726
nf,cj,25,02726
nf,cj,03,02726
nf,dj,25,02726
nf,dj,03,02726
fm,cx,07,02727
fm,db,07,02727
fm,ba,07,02727
nf,cx,07,02727
nf,db,07,02727
nf,ba,07,02727
nf,cx,09,02728
nf,cx,09,02729
nf,cx,14,02730
nf,cx,04,02731
nf,ae,04,02731
nf,ar,04,02731
nf,ak,04,02731
vm,cx,04,02731
vm,ae,04,02731
vm,ar,04,02731
vm,ak,04,02731
nf,cx,04,02732
nf,am,04,02732
nf,ab,04,02732
nf,al,04,02732
nf,ae,04,02732
nf,aa,04,02732
nf,ad,04,02732
nf,ah,04,02732
nf,ap,04,02732
nf,ar,04,02732
nf,ak,04,02732
vm,cx,04,02732
vm,am,04,02732
vm,ab,04,02732
vm,al,04,02732
vm,ae,04,02732
vm,aa,04,02732
vm,ad,04,02732
vm,ah,04,02732
vm,ap,04,02732
vm,ar,04,02732
vm,ak,04,02732
nf,cx,04,02733
nf,cx,04,02734
nf,cx,09,02735
nf,cx,12,02736
nf,cx,09,02736
nf,cx,07,02737
nf,am,07,02737
nf,ab,07,02737
nf,al,07,02737
vm,cx,07,02737
vm,am,07,02737
vm,ab,07,02737
vm,al,07,02737
nf,cx,09,02738
nf,cx,04,02738
nf,cx,09,02739
nf,cx,14,02739
nf,cx,04,02740
nf,cx,04,02741
nf,cx,09,02742
nf,cx,04,02742
nf,cx,04,02743
nf,cx,09,02744
nf,cx,04,02745
nf,am,04,02745
nf,ab,04,02745
nf,ae,04,02745
nf,aa,04,02745
nf,ad,04,02745
nf,ak,04,02745
vm,cx,04,02745
vm,am,04,02745
vm,ab,04,02745
vm,ae,04,02745
vm,aa,04,02745
vm,ad,04,02745
vm,ak,04,02745
nf,cx,14,02746
nf,cx,09,02747
nf,cx,09,02748
nf,cx,07,02748
nf,cx,03,02748
nf,am,09,02748
nf,am,07,02748
nf,am,03,02748
nf,ah,09,02748
nf,ah,07,02748
nf,ah,03,02748
nf,ar,09,02748
nf,ar,07,02748
nf,ar,03,02748
vm,cx,09,02748
vm,cx,07,02748
vm,cx,03,02748
vm,am,09,02748
vm,am,07,02748
vm,am,03,02748
vm,ah,09,02748
vm,ah,07,02748
vm,ah,03,02748
vm,ar,09,02748
vm,ar,07,02748
vm,ar,03,02748
nf,cx,09,02749
nf,cx,04,02750
nf,cx,14,02751
nf,cx,09,02752
nf,cx,09,02753
nf,cx,09,02754
nf,cx,09,02755
nf,cx,07,02756
nf,cx,13,02756
nf,cx,13,02757
nf,cx,07,02757
nf,cx,13,02758
nf,cx,07,02758
nf,cx,13,02759
nf,cx,07,02759
nf,ar,13,02759
nf,ar,07,02759
vm,cx,13,02759
vm,cx,07,02759
vm,ar,13,02759
vm,ar,07,02759
nf,cx,13,02760
nf,cx,07,02760
nf,ad,13,02760
nf,ad,07,02760
nf,ar,13,02760
nf,ar,07,02760
vm,cx,13,02760
vm,cx,07,02760
vm,ad,13,02760
vm,ad,07,02760
vm,ar,13,02760
vm,ar,07,02760
nf,cx,07,02761
nf,cx,13,02761
nf,ad,07,02761
nf,ad,13,02761
nf,ar,07,02761
nf,ar,13,02761
vm,cx,07,02761
vm,cx,13,02761
vm,ad,07,02761
vm,ad,13,02761
vm,ar,07,02761
vm,ar,13,02761
nf,cx,13,02762
nf,cx,07,02762
nf,cx,13,02763
nf,cx,07,02763
nf,cx,13,02764
nf,cx,07,02764
nf,cx,09,02765
nf,cx,07,02766
nf,cx,13,02766
nf,cx,24,02767
nf,dp,24,02767
nf,cx,13,02768
nf,cx,07,02768
nf,ad,13,02768
nf,ad,07,02768
nf,ar,13,02768
nf,ar,07,02768
vm,cx,13,02768
vm,cx,07,02768
vm,ad,13,02768
vm,ad,07,02768
vm,ar,13,02768
vm,ar,07,02768
nf,cx,13,02769
nf,cx,07,02769
nf,cx,09,02770
nf,cx,09,02771
nf,cx,13,02772
nf,cx,07,02772
nf,ad,13,02772
nf,ad,07,02772
nf,ar,13,02772
nf,ar,07,02772
vm,cx,13,02772
vm,cx,07,02772
vm,ad,13,02772
vm,ad,07,02772
vm,ar,13,02772
vm,ar,07,02772
nf,cx,13,02773
nf,cx,07,02773
fm,cx,07,02774
fm,cx,13,02774
fm,ap,07,02774
fm,ap,13,02774
fm,ar,07,02774
fm,ar,13,02774
fm,ba,07,02774
fm,ba,13,02774
nf,cx,07,02774
nf,cx,13,02774
nf,ap,07,02774
nf,ap,13,02774
nf,ar,07,02774
nf,ar,13,02774
nf,ba,07,02774
nf,ba,13,02774
vm,cx,07,02774
vm,cx,13,02774
vm,ap,07,02774
vm,ap,13,02774
vm,ar,07,02774
vm,ar,13,02774
vm,ba,07,02774
vm,ba,13,02774
nf,cx,09,02775
nf,cx,07,02776
nf,cx,04,02776
nf,cx,13,02777
nf,cx,07,02777
nf,cx,09,02778
nf,cx,24,02779
nf,dp,24,02779
nf,cx,07,02780
nf,cx,13,02780
nf,ad,07,02780
nf,ad,13,02780
nf,ar,07,02780
nf,ar,13,02780
vm,cx,07,02780
vm,cx,13,02780
vm,ad,07,02780
vm,ad,13,02780
vm,ar,07,02780
vm,ar,13,02780
nf,cx,09,02781
nf,aa,09,02781
nf,ad,09,02781
nf,ar,09,02781
vm,cx,09,02781
vm,aa,09,02781
vm,ad,09,02781
vm,ar,09,02781
fm,cx,07,02782
fm,ba,07,02782
nf,cx,07,02782
nf,ba,07,02782
nf,cx,14,02783
ap,cx,17,02784
ap,cx,01,02784
ap,ac,17,02784
ap,ac,01,02784
ap,cu,17,02784
ap,cu,01,02784
ap,ar,17,02784
ap,ar,01,02784
nf,cx,17,02784
nf,cx,01,02784
nf,ac,17,02784
nf,ac,01,02784
nf,cu,17,02784
nf,cu,01,02784
nf,ar,17,02784
nf,ar,01,02784
vm,cx,17,02784
vm,cx,01,02784
vm,ac,17,02784
vm,ac,01,02784
vm,cu,17,02784
vm,cu,01,02784
vm,ar,17,02784
vm,ar,01,02784
fs,cx,09,02785
fs,ad,09,02785
fs,ar,09,02785
fs,az,09,02785
fs,ao,09,02785
nf,cx,09,02785
nf,ad,09,02785
nf,ar,09,02785
nf,az,09,02785
nf,ao,09,02785
vm,cx,09,02785
vm,ad,09,02785
vm,ar,09,02785
vm,az,09,02785
vm,ao,09,02785
nf,cx,04,02786
nf,am,04,02786
nf,ad,04,02786
vm,cx,04,02786
vm,am,04,02786
vm,ad,04,02786
nf,cx,07,02787
nf,cx,13,02787
nf,ad,07,02787
nf,ad,13,02787
vm,cx,07,02787
vm,cx,13,02787
vm,ad,07,02787
vm,ad,13,02787
nf,cx,07,02788
nf,cx,13,02788
nf,ad,07,02788
nf,ad,13,02788
nf,ar,07,02788
nf,ar,13,02788
vm,cx,07,02788
vm,cx,13,02788
vm,ad,07,02788
vm,ad,13,02788
vm,ar,07,02788
vm,ar,13,02788
nf,cx,24,02789
nf,dp,24,02789
fs,cx,09,02790
fs,ar,09,02790
fs,az,09,02790
nf,cx,09,02790
nf,ar,09,02790
nf,az,09,02790
vm,cx,09,02790
vm,ar,09,02790
vm,az,09,02790
nf,cx,13,02791
nf,cx,07,02791
nf,cx,07,02792
nf,cx,13,02792
nf,cx,07,02793
nf,cx,13,02793
nf,cx,07,02794
nf,cx,13,02794
nf,cx,04,02795
nf,cx,09,02796
nf,ae,09,02796
nf,aa,09,02796
nf,ad,09,02796
nf,ak,09,02796
vm,cx,09,02796
vm,ae,09,02796
vm,aa,09,02796
vm,ad,09,02796
vm,ak,09,02796
nf,cx,07,02797
nf,cx,13,02797
fm,cx,09,02798
fm,cx,07,02798
fm,dz,09,02798
fm,dz,07,02798
fm,ba,09,02798
fm,ba,07,02798
nf,cx,09,02798
nf,cx,07,02798
nf,dz,09,02798
nf,dz,07,02798
nf,ba,09,02798
nf,ba,07,02798
nf,cx,04,02799
nf,cx,09,02800
nf,cx,04,02801
nf,cx,04,02802
nf,cx,24,02803
nf,cx,11,02803
nf,dp,24,02803
nf,dp,11,02803
nf,cx,04,02804
nf,cx,09,02805
nf,cx,09,02806
nf,ad,09,02806
vm,cx,09,02806
vm,ad,09,02806
nf,cx,04,02807
nf,cx,04,02808
nf,cx,12,02809
nf,cx,09,02809
nf,cx,04,02810
nf,cx,04,02811
nf,cx,12,02812
nf,cx,09,02812
nf,cx,07,02813
nf,cx,13,02813
nf,cx,04,02814
ap,cx,24,02815
ap,cc,24,02815
ap,dp,24,02815
nf,cx,24,02815
nf,cc,24,02815
nf,dp,24,02815
nf,cx,04,02816
nf,cx,09,02817
nf,cx,04,02817
nf,cx,04,02818
nf,cx,12,02819
nf,cx,09,02819
nf,cx,04,02820
nf,cx,04,02821
nf,cx,04,02822
nf,cx,04,02823
nf,cx,12,02824
nf,cx,09,02824
nf,cx,09,02825
nf,cx,04,02825
nf,cx,07,02826
nf,cx,09,02827
fm,cx,07,02828
fm,dz,07,02828
fm,ba,07,02828
nf,cx,07,02828
nf,dz,07,02828
nf,ba,07,02828
fm,cx,07,02829
fm,cx,13,02829
fm,ap,07,02829
fm,ap,13,02829
fm,ar,07,02829
fm,ar,13,02829
fm,ba,07,02829
fm,ba,13,02829
nf,cx,07,02829
nf,cx,13,02829
nf,ap,07,02829
nf,ap,13,02829
nf,ar,07,02829
nf,ar,13,02829
nf,ba,07,02829
nf,ba,13,02829
vm,cx,07,02829
vm,cx,13,02829
vm,ap,07,02829
vm,ap,13,02829
vm,ar,07,02829
vm,ar,13,02829
vm,ba,07,02829
vm,ba,13,02829
nf,cx,07,02830
nf,cx,13,02830
nf,ad,07,02830
nf,ad,13,02830
nf,ar,07,02830
nf,ar,13,02830
vm,cx,07,02830
vm,cx,13,02830
vm,ad,07,02830
vm,ad,13,02830
vm,ar,07,02830
vm,ar,13,02830
fs,bc,17,02831
fs,bc,10,02831
fs,cy,17,02831
fs,cy,10,02831
fs,bc,10,02832
fs,bc,10,02833
fs,bc,10,02834
fs,bc,12,02835
fs,aa,12,02835
fs,cy,12,02835
vm,bc,12,02835
vm,aa,12,02835
vm,cy,12,02835
fs,bc,12,02836
fs,bc,09,02836
fs,bc,05,02836
fs,aa,12,02836
fs,aa,09,02836
fs,aa,05,02836
fs,cy,12,02836
fs,cy,09,02836
fs,cy,05,02836
vm,bc,12,02836
vm,bc,09,02836
vm,bc,05,02836
vm,aa,12,02836
vm,aa,09,02836
vm,aa,05,02836
vm,cy,12,02836
vm,cy,09,02836
vm,cy,05,02836
fs,bc,10,02837
fs,bc,18,02838
fs,cy,18,02838
fs,bc,10,02839
fs,bc,10,02840
fs,cy,10,02840
fs,bc,18,02841
fs,ah,18,02841
fs,cy,18,02841
vm,bc,18,02841
vm,ah,18,02841
vm,cy,18,02841
fs,bc,18,02842
fs,cy,18,02842
fs,bc,12,02843
fs,bc,09,02843
fs,aa,12,02843
fs,aa,09,02843
fs,ar,12,02843
fs,ar,09,02843
fs,df,12,02843
fs,df,09,02843
fs,cy,12,02843
fs,cy,09,02843
nf,bc,12,02843
nf,bc,09,02843
nf,aa,12,02843
nf,aa,09,02843
nf,ar,12,02843
nf,ar,09,02843
nf,df,12,02843
nf,df,09,02843
nf,cy,12,02843
nf,cy,09,02843
vm,bc,12,02843
vm,bc,09,02843
vm,aa,12,02843
vm,aa,09,02843
vm,ar,12,02843
vm,ar,09,02843
vm,df,12,02843
vm,df,09,02843
vm,cy,12,02843
vm,cy,09,02843
fs,bc,10,02844
fs,cy,10,02844
fs,bc,12,02845
fs,bc,05,02845
fs,ah,12,02845
fs,ah,05,02845
fs,ap,12,02845
fs,ap,05,02845
vm,bc,12,02845
vm,bc,05,02845
vm,ah,12,02845
vm,ah,05,02845
vm,ap,12,02845
vm,ap,05,02845
fs,bc,06,02846
fs,bc,17,02846
fs,bc,10,02846
fs,bc,18,02847
fs,au,18,02847
fs,at,18,02847
fs,ao,18,02847
fs,cy,18,02847
vm,bc,18,02847
vm,au,18,02847
vm,at,18,02847
vm,ao,18,02847
vm,cy,18,02847
fs,bc,06,02848
fs,bc,10,02848
fs,bc,05,02848
fs,cy,06,02848
fs,cy,10,02848
fs,cy,05,02848
fs,bc,06,02849
fs,bc,12,02849
fs,cy,06,02849
fs,cy,12,02849
fs,bc,05,02850
fs,cy,05,02850
fs,bc,10,02851
fs,bc,12,02852
fs,bc,05,02852
fs,bx,12,02852
fs,bx,05,02852
fs,cy,12,02852
fs,cy,05,02852
nf,bc,12,02852
nf,bc,05,02852
nf,bx,12,02852
nf,bx,05,02852
nf,cy,12,02852
nf,cy,05,02852
fs,bc,12,02853
fs,bc,03,02853
fs,cy,12,02853
fs,cy,03,02853
fs,bc,10,02854
fs,cy,10,02854
fs,bc,12,02855
fs,bc,09,02855
fs,bc,05,02855
fs,aa,12,02855
fs,aa,09,02855
fs,aa,05,02855
fs,cy,12,02855
fs,cy,09,02855
fs,cy,05,02855
vm,bc,12,02855
vm,bc,09,02855
vm,bc,05,02855
vm,aa,12,02855
vm,aa,09,02855
vm,aa,05,02855
vm,cy,12,02855
vm,cy,09,02855
vm,cy,05,02855
fs,bc,18,02856
fs,bc,10,02856
fs,cy,18,02856
fs,cy,10,02856
fs,bc,10,02857
fs,bc,12,02858
fs,bc,09,02858
fs,aa,12,02858
fs,aa,09,02858
fs,cy,12,02858
fs,cy,09,02858
vm,bc,12,02858
vm,bc,09,02858
vm,aa,12,02858
vm,aa,09,02858
vm,cy,12,02858
vm,cy,09,02858
fs,bc,12,02859
fs,bc,09,02859
fs,aa,12,02859
fs,aa,09,02859
fs,cy,12,02859
fs,cy,09,02859
vm,bc,12,02859
vm,bc,09,02859
vm,aa,12,02859
vm,aa,09,02859
vm,cy,12,02859
vm,cy,09,02859
fs,bc,18,02860
fs,bc,18,02861
fs,bc,10,02861
fs,bc,10,02862
fs,bc,20,02862
fs,bc,12,02863
fs,bc,05,02863
fs,bx,12,02863
fs,bx,05,02863
fs,cy,12,02863
fs,cy,05,02863
nf,bc,12,02863
nf,bc,05,02863
nf,bx,12,02863
nf,bx,05,02863
nf,cy,12,02863
nf,cy,05,02863
fs,bc,18,02864
fs,bc,18,02865
fs,bc,05,02865
fs,bc,09,02866
fs,bc,11,02866
fs,cy,09,02866
fs,cy,11,02866
fs,bc,06,02867
fs,bc,10,02867
fs,cy,06,02867
fs,cy,10,02867
fs,bc,20,02868
fs,cy,20,02868
fs,bc,18,02869
fs,bc,18,02870
fs,as,18,02870
fs,at,18,02870
fs,ao,18,02870
fs,cy,18,02870
vm,bc,18,02870
vm,as,18,02870
vm,at,18,02870
vm,ao,18,02870
vm,cy,18,02870
fs,bc,12,02871
fs,bc,05,02871
fs,bx,12,02871
fs,bx,05,02871
fs,az,12,02871
fs,az,05,02871
fs,dr,12,02871
fs,dr,05,02871
nf,bc,12,02871
nf,bc,05,02871
nf,bx,12,02871
nf,bx,05,02871
nf,az,12,02871
nf,az,05,02871
nf,dr,12,02871
nf,dr,05,02871
fs,bc,09,02872
fs,bc,05,02872
fs,ah,09,02872
fs,ah,05,02872
fs,bd,09,02872
fs,bd,05,02872
vm,bc,09,02872
vm,bc,05,02872
vm,ah,09,02872
vm,ah,05,02872
vm,bd,09,02872
vm,bd,05,02872
fs,bc,12,02873
fs,bc,05,02873
fs,bx,12,02873
fs,bx,05,02873
fs,dr,12,02873
fs,dr,05,02873
nf,bc,12,02873
nf,bc,05,02873
nf,bx,12,02873
nf,bx,05,02873
nf,dr,12,02873
nf,dr,05,02873
fs,bc,02,02874
fs,bc,05,02874
fs,bc,20,02874
fs,bx,02,02874
fs,bx,05,02874
fs,bx,20,02874
fs,az,02,02874
fs,az,05,02874
fs,az,20,02874
nf,bc,02,02874
nf,bc,05,02874
nf,bc,20,02874
nf,bx,02,02874
nf,bx,05,02874
nf,bx,20,02874
nf,az,02,02874
nf,az,05,02874
nf,az,20,02874
fs,bc,12,02875
fs,bc,05,02875
fs,bx,12,02875
fs,bx,05,02875
fs,az,12,02875
fs,az,05,02875
fs,dr,12,02875
fs,dr,05,02875
nf,bc,12,02875
nf,bc,05,02875
nf,bx,12,02875
nf,bx,05,02875
nf,az,12,02875
nf,az,05,02875
nf,dr,12,02875
nf,dr,05,02875
fs,bc,12,02876
fs,bc,05,02876
fs,bx,12,02876
fs,bx,05,02876
fs,az,12,02876
fs,az,05,02876
fs,dr,12,02876
fs,dr,05,02876
nf,bc,12,02876
nf,bc,05,02876
nf,bx,12,02876
nf,bx,05,02876
nf,az,12,02876
nf,az,05,02876
nf,dr,12,02876
nf,dr,05,02876
fs,bc,10,02877
fs,bc,05,02877
fs,bc,12,02878
fs,bc,05,02878
fs,bx,12,02878
fs,bx,05,02878
fs,az,12,02878
fs,az,05,02878
fs,dr,12,02878
fs,dr,05,02878
nf,bc,12,02878
nf,bc,05,02878
nf,bx,12,02878
nf,bx,05,02878
nf,az,12,02878
nf,az,05,02878
nf,dr,12,02878
nf,dr,05,02878
fs,bc,12,02879
fs,bc,05,02879
fs,bx,12,02879
fs,bx,05,02879
fs,az,12,02879
fs,az,05,02879
fs,dr,12,02879
fs,dr,05,02879
nf,bc,12,02879
nf,bc,05,02879
nf,bx,12,02879
nf,bx,05,02879
nf,az,12,02879
nf,az,05,02879
nf,dr,12,02879
nf,dr,05,02879
fs,bc,12,02880
fs,bc,05,02880
fs,bx,12,02880
fs,bx,05,02880
fs,az,12,02880
fs,az,05,02880
fs,dr,12,02880
fs,dr,05,02880
nf,bc,12,02880
nf,bc,05,02880
nf,bx,12,02880
nf,bx,05,02880
nf,az,12,02880
nf,az,05,02880
nf,dr,12,02880
nf,dr,05,02880
fs,bc,12,02881
fs,bc,05,02881
fs,bx,12,02881
fs,bx,05,02881
fs,az,12,02881
fs,az,05,02881
fs,dr,12,02881
fs,dr,05,02881
nf,bc,12,02881
nf,bc,05,02881
